       -3.465000        3.018125        0.006058
       -3.395000        2.925335        0.005858
       -3.325000        2.825430        0.005871
       -3.255000        2.734888        0.006917
       -3.185000        2.621422        0.008461
       -3.115000        2.508005        0.007670
       -3.045000        2.381290        0.005882
       -2.975000        2.255137        0.006783
       -2.905000        2.130171        0.009397
       -2.835000        1.981451        0.009140
       -2.765000        1.846637        0.008412
       -2.695000        1.731714        0.007396
       -2.625000        1.630769        0.006006
       -2.555000        1.543709        0.007491
       -2.485000        1.471378        0.010454
       -2.415000        1.423670        0.010010
       -2.345000        1.369032        0.010050
       -2.275000        1.294796        0.007572
       -2.205000        1.218417        0.009781
       -2.135000        1.119266        0.006702
       -2.065000        1.019797        0.009736
       -1.995000        0.919666        0.010390
       -1.925000        0.805265        0.012212
       -1.855000        0.684322        0.009943
       -1.785000        0.569040        0.007206
       -1.715000        0.448936        0.007623
       -1.645000        0.351261        0.013442
       -1.575000        0.273186        0.010612
       -1.505000        0.206851        0.008228
       -1.435000        0.151916        0.009691
       -1.365000        0.107461        0.011152
       -1.295000        0.057968        0.009371
       -1.225000        0.048729        0.009318
       -1.155000        0.058377        0.010830
       -1.085000        0.100811        0.020174
       -1.015000        0.177742        0.027955
       -0.945000        0.305528        0.038463
       -0.875000        0.509652        0.050370
       -0.805000        0.848785        0.054440
       -0.735000        1.380672        0.059687
       -0.665000        2.003717        0.064436
       -0.595000        2.739498        0.059593
       -0.525000        3.611177        0.066849
       -0.455000        4.724816        0.067783
       -0.385000        5.992959        0.075046
       -0.315000        7.400366        0.074746
       -0.245000        8.974362        0.070383
       -0.175000       10.707441        0.054515
       -0.105000       12.552677        0.032535
       -0.035000       14.754868        0.073451
        0.035000       14.612994        0.209394
        0.105000       12.606479        0.038489
        0.175000       10.784905        0.070289
        0.245000        9.013374        0.079267
        0.315000        7.467369        0.080218
        0.385000        6.055617        0.079786
        0.455000        4.791849        0.076395
        0.525000        3.675354        0.075973
        0.595000        2.790137        0.066194
        0.665000        2.052465        0.062581
        0.735000        1.426850        0.053179
        0.805000        0.890500        0.026923
        0.875000        0.522248        0.007437
        0.945000        0.312430        0.000539
        1.015000        0.167563        0.004674
        1.085000        0.077163        0.007554
        1.155000        0.014621        0.002145
        1.225000        0.000000        0.000000
        1.295000        0.017259        0.001391
        1.365000        0.046502        0.007473
        1.435000        0.093868        0.012283
        1.505000        0.157320        0.004195
        1.575000        0.214097        0.000861
        1.645000        0.304330        0.001531
        1.715000        0.400257        0.002048
        1.785000        0.503120        0.000226
        1.855000        0.620823        0.006782
        1.925000        0.745500        0.003020
        1.995000        0.855808        0.009086
        2.065000        0.961144        0.012226
        2.135000        1.066375        0.009222
        2.205000        1.151851        0.010336
        2.275000        1.246238        0.003136
        2.345000        1.314877        0.003951
        2.415000        1.386460        0.007732
        2.485000        1.447300        0.003108
        2.555000        1.511138        0.006805
        2.625000        1.599473        0.003029
        2.695000        1.704033        0.008185
        2.765000        1.827225        0.012170
        2.835000        1.959436        0.012844
        2.905000        2.100590        0.010537
        2.975000        2.229045        0.008864
        3.045000        2.348436        0.015343
        3.115000        2.471031        0.010600
        3.185000        2.588031        0.008436
        3.255000        2.701391        0.002927
        3.325000        2.808293        0.007342
        3.395000        2.902577        0.010113
        3.465000        2.995667        0.005640
