       -3.465000        2.770294        0.031762
       -3.395000        2.692971        0.037920
       -3.325000        2.615334        0.024344
       -3.255000        2.510011        0.041474
       -3.185000        2.398756        0.046670
       -3.115000        2.294612        0.042033
       -3.045000        2.165386        0.048791
       -2.975000        2.043692        0.046641
       -2.905000        1.910751        0.048532
       -2.835000        1.775761        0.047655
       -2.765000        1.647110        0.045817
       -2.695000        1.535684        0.048787
       -2.625000        1.450973        0.039252
       -2.555000        1.395603        0.045423
       -2.485000        1.356600        0.049568
       -2.415000        1.338264        0.053910
       -2.345000        1.314799        0.052754
       -2.275000        1.274825        0.063832
       -2.205000        1.228542        0.062674
       -2.135000        1.162985        0.062855
       -2.065000        1.083585        0.057540
       -1.995000        0.991976        0.058250
       -1.925000        0.885760        0.054844
       -1.855000        0.769220        0.054657
       -1.785000        0.646950        0.054998
       -1.715000        0.525684        0.058973
       -1.645000        0.417350        0.067595
       -1.575000        0.325048        0.058685
       -1.505000        0.248716        0.053600
       -1.435000        0.182262        0.044541
       -1.365000        0.124361        0.030481
       -1.295000        0.063767        0.014494
       -1.225000        0.013824        0.007188
       -1.155000        0.003567        0.006179
       -1.085000        0.029353        0.006371
       -1.015000        0.101150        0.011611
       -0.945000        0.215480        0.016589
       -0.875000        0.407345        0.015168
       -0.805000        0.734277        0.023318
       -0.735000        1.251996        0.033452
       -0.665000        1.871818        0.027334
       -0.595000        2.604914        0.031338
       -0.525000        3.507696        0.029362
       -0.455000        4.641745        0.035505
       -0.385000        5.920519        0.048793
       -0.315000        7.350885        0.056040
       -0.245000        8.940208        0.065160
       -0.175000       10.691033        0.068842
       -0.105000       12.654801        0.113737
       -0.035000       13.791210        0.305556
        0.035000       13.866495        0.126204
        0.105000       12.523166        0.105726
        0.175000       10.682316        0.054517
        0.245000        8.935904        0.040565
        0.315000        7.331822        0.031197
        0.385000        5.893148        0.025325
        0.455000        4.602321        0.020351
        0.525000        3.465158        0.008920
        0.595000        2.574934        0.012259
        0.665000        1.847159        0.013381
        0.735000        1.230816        0.014298
        0.805000        0.713957        0.013383
        0.875000        0.400075        0.017280
        0.945000        0.208222        0.020800
        1.015000        0.093512        0.016743
        1.085000        0.034603        0.019777
        1.155000        0.019717        0.012708
        1.225000        0.032599        0.017880
        1.295000        0.083287        0.006061
        1.365000        0.135968        0.009289
        1.435000        0.193898        0.019260
        1.505000        0.257588        0.027326
        1.575000        0.334644        0.032918
        1.645000        0.410532        0.038466
        1.715000        0.521331        0.039222
        1.785000        0.648294        0.032121
        1.855000        0.771592        0.030738
        1.925000        0.895625        0.026912
        1.995000        1.011948        0.031572
        2.065000        1.113989        0.021911
        2.135000        1.202362        0.024210
        2.205000        1.265019        0.029393
        2.275000        1.311898        0.035113
        2.345000        1.345800        0.032159
        2.415000        1.363262        0.030930
        2.485000        1.376853        0.033651
        2.555000        1.415737        0.027175
        2.625000        1.465143        0.036393
        2.695000        1.552004        0.031699
        2.765000        1.664793        0.025693
        2.835000        1.790024        0.027231
        2.905000        1.922227        0.028111
        2.975000        2.053028        0.025637
        3.045000        2.176163        0.025921
        3.115000        2.291844        0.025989
        3.185000        2.402917        0.027791
        3.255000        2.506955        0.035424
        3.325000        2.595916        0.031297
        3.395000        2.682636        0.039970
        3.465000        2.753113        0.041271
