#! FIELDS Eg E1 E2 V12
-4.800346600000000308e+01 -4.800346700000000055e+01 9.295020699999999181e+01 0.000000000000000000e+00
-4.813549400000000134e+01 -4.813549399999999423e+01 8.869954500000000053e+01 0.000000000000000000e+00
-4.799493900000000224e+01 -4.799493900000000224e+01 8.386552000000000362e+01 0.000000000000000000e+00
-4.752513700000000085e+01 -4.752513700000000085e+01 7.866380900000000054e+01 0.000000000000000000e+00
-4.648726400000000325e+01 -4.648726400000000325e+01 7.262176800000000298e+01 0.000000000000000000e+00
-4.484881599999999935e+01 -4.484881500000000187e+01 6.626726499999999476e+01 0.000000000000000000e+00
-4.238087600000000066e+01 -4.238087500000000318e+01 5.945605200000000679e+01 0.000000000000000000e+00
-3.894330099999999817e+01 -3.894330099999999817e+01 5.220457600000000298e+01 0.000000000000000000e+00
-3.461122399999999999e+01 -3.461122399999999999e+01 4.485408499999999776e+01 0.000000000000000000e+00
-2.935468200000000039e+01 -2.935468200000000039e+01 3.731791499999999928e+01 0.000000000000000000e+00
-2.318191300000000155e+01 -2.318191300000000155e+01 2.971181400000000394e+01 0.000000000000000000e+00
-1.649832999999999927e+01 -1.649833100000000030e+01 2.218908000000000413e+01 0.000000000000000000e+00
-9.193274999999999864e+00 -9.193274999999999864e+00 1.458333899999999872e+01 0.000000000000000000e+00
-1.431403999999999899e+00 -1.431404000000000565e+00 6.791434000000000637e+00 0.000000000000000000e+00
-6.932829999999999826e-01 6.306716999999999018e+00 -6.932830000000009818e-01 0.000000000000000000e+00
-6.272085999999999828e+00 1.592055699999999874e+01 -6.272085999999999828e+00 0.000000000000000000e+00
-1.351614799999999939e+01 2.384726400000000268e+01 -1.351614700000000013e+01 0.000000000000000000e+00
-2.001605699999999999e+01 3.150043000000000148e+01 -2.001605699999999999e+01 0.000000000000000000e+00
-2.608971599999999924e+01 3.914207400000000092e+01 -2.608971499999999821e+01 0.000000000000000000e+00
-3.141601299999999952e+01 4.658733200000000352e+01 -3.141601299999999952e+01 0.000000000000000000e+00
-3.595105499999999665e+01 5.393410699999999736e+01 -3.595105499999999665e+01 0.000000000000000000e+00
-3.939430699999999774e+01 6.077373599999999954e+01 -3.939430600000000027e+01 0.000000000000000000e+00
-4.213751899999999750e+01 6.744035399999999925e+01 -4.213751899999999750e+01 0.000000000000000000e+00
-4.406616999999999962e+01 7.371529700000000673e+01 -4.406616900000000214e+01 0.000000000000000000e+00
-4.521801099999999707e+01 7.930612600000000612e+01 -4.521800999999999959e+01 0.000000000000000000e+00
-4.579596099999999836e+01 8.423757200000000012e+01 -4.579596099999999836e+01 0.000000000000000000e+00
-4.593824099999999788e+01 8.855224499999999921e+01 -4.593824099999999788e+01 0.000000000000000000e+00
-4.581724400000000230e+01 9.233887599999999907e+01 -4.581724400000000230e+01 0.000000000000000000e+00
