#! FIELDS Eg E1 E2 V12
-2.994721200000000039e+01 -2.841994899999999902e+01 1.096182930000000084e+02 1.459976600000000069e+01
-2.960886299999999949e+01 -2.801994099999999932e+01 1.045409510000000068e+02 1.459977899999999984e+01
-2.881120400000000004e+01 -2.714276999999999873e+01 9.894565599999999961e+01 1.459979200000000077e+01
-2.736621999999999844e+01 -2.559227600000000180e+01 9.279212700000000780e+01 1.459980299999999964e+01
-2.520899999999999963e+01 -2.329274099999999947e+01 8.602572600000000591e+01 1.459981400000000029e+01
-2.212141799999999847e+01 -2.000998799999999989e+01 7.883136800000001188e+01 1.459982300000000066e+01
-1.819279600000000130e+01 -1.581410999999999945e+01 7.141761999999999944e+01 1.459983199999999925e+01
-1.342401199999999939e+01 -1.066470900000000022e+01 6.382566800000000029e+01 1.459983899999999934e+01
-8.075105999999999895e+00 -4.753867999999999761e+00 5.610442299999999705e+01 1.459984700000000046e+01
-2.390013000000000165e+00 1.805662000000000322e+00 4.841366299999999967e+01 1.459985400000000055e+01
3.334934000000000065e+00 9.083455999999999975e+00 4.041505999999999688e+01 1.459985999999999962e+01
7.940889000000000308e+00 1.661286899999999989e+01 3.252075399999999661e+01 1.459986699999999971e+01
9.891360999999999848e+00 2.426735399999999743e+01 2.471860200000000063e+01 1.459987300000000054e+01
8.064717999999999165e+00 3.206128599999999551e+01 1.694750799999999913e+01 1.459988000000000063e+01
3.782703000000000149e+00 4.006131600000000503e+01 9.658360999999999308e+00 1.460002500000000047e+01
-2.013850000000000140e+00 4.790133900000000011e+01 2.256607999999999947e+00 1.460002399999999945e+01
-7.841868999999999978e+00 5.550313399999999575e+01 -4.476793999999999940e+00 1.460002199999999917e+01
-1.333857899999999930e+01 6.311029699999999565e+01 -1.055030299999999954e+01 1.460001899999999964e+01
-1.815543100000000010e+01 7.050742999999999938e+01 -1.575126200000000054e+01 1.460001600000000010e+01
-2.223264199999999846e+01 7.796732900000000654e+01 -2.010529300000000319e+01 1.460001300000000057e+01
-2.539710600000000085e+01 8.515650899999999979e+01 -2.346898900000000054e+01 1.460000900000000001e+01
-2.763553399999999982e+01 9.176350400000001173e+01 -2.585025900000000121e+01 1.460000400000000020e+01
-2.908478699999999861e+01 9.783139099999999644e+01 -2.740525399999999934e+01 1.459999900000000039e+01
-2.990227799999999903e+01 1.033179719999999975e+02 -2.830222300000000146e+01 1.459999299999999955e+01
-3.022700100000000134e+01 1.081519859999999937e+02 -2.868659699999999901e+01 1.459998599999999946e+01
