       -3.465000        2.969246        0.059157
       -3.395000        2.858941        0.052989
       -3.325000        2.735561        0.053935
       -3.255000        2.606340        0.049746
       -3.185000        2.465817        0.048967
       -3.115000        2.339950        0.039822
       -3.045000        2.205013        0.038051
       -2.975000        2.076825        0.034688
       -2.905000        1.939404        0.032968
       -2.835000        1.804955        0.021904
       -2.765000        1.672081        0.017329
       -2.695000        1.551682        0.016321
       -2.625000        1.462937        0.011796
       -2.555000        1.394273        0.013925
       -2.485000        1.333589        0.008361
       -2.415000        1.269443        0.008412
       -2.345000        1.192855        0.010249
       -2.275000        1.107533        0.013656
       -2.205000        1.013223        0.014701
       -2.135000        0.910294        0.009360
       -2.065000        0.807104        0.009977
       -1.995000        0.692189        0.006992
       -1.925000        0.577721        0.008249
       -1.855000        0.472300        0.000957
       -1.785000        0.356043        0.006211
       -1.715000        0.274225        0.001765
       -1.645000        0.194708        0.001734
       -1.575000        0.126779        0.001182
       -1.505000        0.083886        0.002488
       -1.435000        0.057660        0.004735
       -1.365000        0.026111        0.001434
       -1.295000        0.000000        0.000000
       -1.225000        0.014353        0.003816
       -1.155000        0.081294        0.011994
       -1.085000        0.194166        0.027102
       -1.015000        0.372020        0.035839
       -0.945000        0.625128        0.049773
       -0.875000        0.978653        0.059440
       -0.805000        1.539231        0.073369
       -0.735000        2.242201        0.076930
       -0.665000        3.057665        0.082071
       -0.595000        4.013905        0.076913
       -0.525000        5.182405        0.077075
       -0.455000        6.548109        0.085692
       -0.385000        8.068655        0.080211
       -0.315000        9.745813        0.072910
       -0.245000       11.586120        0.085674
       -0.175000       13.589702        0.055714
       -0.105000       15.459929        0.247670
       -0.035000       15.098699        0.180978
        0.035000       13.814516        0.140537
        0.105000       12.656184        0.085449
        0.175000       11.605929        0.088008
        0.245000       10.693706        0.085917
        0.315000        9.888803        0.087110
        0.385000        9.184064        0.090195
        0.455000        8.612361        0.095404
        0.525000        8.215200        0.091821
        0.595000        7.896041        0.085270
        0.665000        7.648125        0.081753
        0.735000        7.448858        0.081662
        0.805000        7.366177        0.078374
        0.875000        7.363764        0.084821
        0.945000        7.386735        0.089301
        1.015000        7.427877        0.086858
        1.085000        7.471214        0.093092
        1.155000        7.530068        0.088394
        1.225000        7.601568        0.079305
        1.295000        7.714637        0.056783
        1.365000        7.829383        0.041322
        1.435000        7.948192        0.034859
        1.505000        8.090304        0.035420
        1.575000        8.241706        0.042332
        1.645000        8.392663        0.059741
        1.715000        8.535083        0.058729
        1.785000        8.680979        0.054235
        1.855000        8.822897        0.053936
        1.925000        8.963456        0.054283
        1.995000        9.084810        0.056507
        2.065000        9.196372        0.058731
        2.135000        9.304385        0.062102
        2.205000        9.396562        0.054888
        2.275000        9.480892        0.037799
        2.345000        9.547354        0.018195
        2.415000        9.609478        0.004694
        2.485000        9.680691        0.008500
        2.555000        9.759064        0.021696
        2.625000        9.862045        0.026127
        2.695000        9.987652        0.036390
        2.765000       10.132428        0.019461
        2.835000       10.268814        0.007359
        2.905000       10.413068        0.038861
        2.975000       10.548747        0.082166
        3.045000       10.671438        0.125071
        3.115000       10.785352        0.172415
        3.185000       10.896905        0.207677
        3.255000       11.018154        0.224837
        3.325000       11.134470        0.213455
        3.395000       11.254775        0.209542
        3.465000       11.357562        0.209514
